"Serial No","Assamese Sentence","Sentiment"
6083,"২০০৬ চনত, ইণ্টাৰনেচনেল চেণ্টাৰ ফৰ মিছিং এণ্ড এক্সপ্লয়টেড চিল্ড্ৰেন (আইচিএমইচি) নামৰ সংস্থাটোৱে ১৮৪খন ইণ্টাৰপোল সদস্য দেশত (পিছলৈ ১৯৬ খন) শিশু পৰ্ণগ্ৰাফৰ বাবে আইনৰ উপস্থিতিৰ ওপৰত এক প্ৰতিবেদন প্ৰকাশ কৰিছিল।","Negative"
25796,"এই কাহিনী চহৰৰ উপকণ্ঠ অঞ্চলত বাস কৰা এটা দুখীয়া পৰিয়ালৰ কাহিনী।","Negative"
38880,"কিন্তু তেখেতৰ এই অভিজ্ঞতা আছিল মূলত: বেদনাদায়ক।","Negative"
44770,"চন্দ্ৰ বৰ্ষ লাক নি দাপ প্লাওত দিহিং নদীৰ পাৰৰ লাখেম আৰু চেলছা নামৰ গাঁও দুখনৰ পাৰত গৈ পায় আৰু তাত তিনি চন্দ্ৰ বৰ্ষ বাস কৰে।","Negative"
184,"১২ খন আসন যুক্ত এই আবাসটি স্নাতকোত্তৰ ছত্ৰসকলৰ বাবে।","Neutral"
9123,"""Letters"" শীৰ্ষক চমু প্ৰতিবেদন জৰিয়তে গুৰুত্বপূৰ্ণ বৈজ্ঞানিক তথ্যসমূহ খৰতকীয়াকৈ প্ৰকাশ কৰা হয়।","Negative"
356,"১৫২৪ চনৰ এপ্ৰিল মাহত পোন্ধৰখন জাহাজৰ এটা নৌবাহিনী লৈ ভাস্কো দা গামা ভাৰতলৈ যাত্ৰা কৰিলে।","Neutral"
29971,"এই ভঠেলি উৎসৱত জিলাপী খোৱা আৰু ঘৰলৈ নিয়া আন এক আনন্দ।","Positive"
40271,"কেইবাটাও এছীয়ভিত্তিক বাৰ্তা সুবিধাৰ (LINE, KakaoTalk, WeChat) সৈতে প্ৰতিযোগিতা কৰিবলগীয়া হোৱা হোৱাৎছএপে ২০১২ চনৰ আগষ্টত প্ৰতিদিনে এশ কোটি বাৰ্তা প্ৰেৰণ কৰিছিল।","Positive"
48300,"জিলাসমূহৰ ৰাজহুৱা সেলৃৱা, সামাজিক আঁচনি, সাংস্কৃতিক কাৰ্যসূচী, আৰু পৰিৱেশৰ উন্নতি আদিৰ বাবে কিছুমান জিলা পৰিষদ আছে।","Positive"
632,"১৭৬৬ চনত ডেনিয়েল বাৰ্নুলিয়ে পুনৰ পৰিসংখ্যা সংগ্ৰহ আৰু বিশ্লেষণ কৰে।","Neutral"
43153,"গাহৰিৰ দেহত কৰা পৰীক্ষাত দেখা গৈছে যে শোহন কৰাৰ ফলত অৱস্থাৰ উন্নতি নোহোৱাৰ লগতে ঠাইটুকুৰাৰ নেক্ৰ'চিছহে হৈছে।","Positive"
23491,"উৎসৱৰ উপলক্ষে সুস্বাদু আহাৰ প্ৰস্তুত কৰা আৰু নিজৰ মাজত ভাগ বতৰা কৰা হয় আৰু লোকনৃত্য আৰু লোকগীতৰ সমহাৰেৰে আনন্দ উপভোগ কৰা হয়।","Positive"
3649,"১৯৬৬ চনত, তেওঁ পুনৰ লণ্ডনৰ ইম্পেৰিয়েল কলেজত অধ্যয়নৰ সুবিধা পায় যদিও স্নাতক ডিগ্ৰী অবিহনেই অধ্যয়ন সমাপ্ত কৰে।","Positive"
40114,"কৃষ্ণকান্ত পুৰোহিতৰ সহায়ত সেই গাৱঁৰে দুখীয়া ব্ৰাহ্মণ বিধৱা, এটা সন্তানৰ মাতৃ দময়ন্তীৰ সৈতে পীতাম্বৰ মহাজনৰ অভিসাৰ আৰম্ভ হয়।","Negative"
25163,"এই উৎসৱত ডেকা গাভৰু সকলে নাচি-বাগি আনন্দ কৰিছিল।","Positive"
20595,"ইয়াৰ পাছত যথেষ্ট চিকিৎসা কৰা সত্ত্বেও নজৰুলৰ স্বাস্থ্যৰ বিশেষ কোনো উন্নতি নহ’ল।","Positive"
2234,"১৯৩৩ চনমানত তেওঁ যুক্তি আগবঢ়ায় যে ব্ৰিটিছ শাসন ভাৰতৰ বাবে অনুপযুক্ত আৰু ভাৰতৰ উন্নতিৰ বাবে সামাজিক তথা অৰ্থনৈতিক সংস্কাৰৰ বাবে অসমৰ্থ।","Positive"
601,"১৭১৭ চনত, ইষ্ট ইণ্ডিয়া কোম্পানীয়ে বোম্বাইৰ মোগল সম্ৰাট ফাৰুখচিয়াৰৰ নামত মুদ্ৰা আঘাত কৰাৰ অধিকাৰ লাভ কৰে।","Neutral"
65,"১০ একেসময়তে তেখেতে সেই সময়ত জাপানত প্ৰচলিত জাপানী আৰু পাশ্চাত্যৰ ছবি দেখুৱাবলৈ নিজৰ সতি সন্ততিক সততে লৈ গৈছিল।","Neutral"
17073,"আৰু সুৰমা উপত্যকাৰ মাজত শ্বিলঙৰ সুবিধাজনক অৱস্থান আৰু ভাৰতৰ ক্ৰান্তীয় অঞ্চলসমূহৰ তুলনাত ইয়াৰ শীতল জলবায়ু।","Positive"
2357,"১৯৩৭ চনৰ পৰা তেওঁ জনসাধাৰণৰ সেৱা কৰাৰ পোনপটীয়া সুবিধা লাভ কৰে।","Positive"
1002,"১৮৬১ চনৰ চনৰ ছেপ্টেম্বৰৰ ৭ তাৰিখে এহেজাৰ কৃষকে কৰ বৃদ্ধিৰ ফলত হোৱা দুখ- দুৰ্গতিৰ কথা জনাবলৈ নগাঁও সদৰত উপস্থিত হ’ল।","Negative"
13562,"আকৌ ১৪৮৮ চনত বাৰ্তল’মিউ ডায়াছ নামৰ জন দ্বিতীয়ৰ কেপ্টেইনজনে কেপ্ অফ্ গুড্ হ’প(Cape of Good Hope) ভ্ৰমণ কৰি মৎস্য নৈ(Fish River) পৰ্য্যন্ত ভ্ৰমণ কৰিলে আৰু এইবুলি প্ৰতিবেদন দিলে আফ্ৰিকাৰ অনাৱিষ্কৃত অঞ্চল উত্তৰ পূব দিশলৈ বিয়পি আছে।","Negative"
228,"১৩৪৪ খৃ:ত গিয়াছুদ্দিনৰ মৃত্যুৰ পিছত গৰুড়াচলে পূৰ্বতকৈও অধিক গুৰুত্ব পালে।","Neutral"
16346,"আৰম্ভণিতে, তেওঁৰ গোটটোই উচ্চ মানদণ্ডৰ স্ফটিক বৃদ্ধি কৰিবলৈ সক্ষম হৈছিল যদিও ধাতুৰ আয়নৰ অনিৰ্দিষ্ট বন্ধনীৰ বাবে তেওঁলোকে পৰ্যায়ক্ৰমে সমস্যাৰ সন্মুখীন হৈছিল।","Negative"
54,"১০/ ১৯০১ চনৰ আজিৰ দিনটোতে লোকগীতৰ যশস্বী শিল্পী আব্বাছউদ্দিন আহমেদৰ জন্ম হয়।","Neutral"
76,"১০ নং বেংগলক সহজেই নিৰস্ত্ৰ কৰা হ'ল, আৰু পাচত এলিমিনেট কৰা হ'ল।","Neutral"
17271,"আলোকীয় তাঁৰহীন যোগাযোগৰ এই অংশই বহু তথ্য বহন কৰিব পাৰে আৰু RF-bandwidth limitationsৰ অসুবিধা দূৰ কৰাৰ বাবে ই সহায়ক হ'ব।","Positive"
577,"১৬ শতিকাৰ শেষ ভাগত শংকৰদেৱে প্ৰচাৰ কৰা এক‍শৰণ নামধৰ্মৰ সৰ্বব্যাপী প্ৰভাৱ অসমৰ জনসাধাৰণৰ মাজত পৰাৰ লগে লগে, বিহুলৈকো আমূল পৰিৱৰ্তন আহিছিল।","Neutral"
538,"১৬৮২ চনত স্বৰ্গদেৱে তেওঁক বৰফুকন পাতে।","Neutral"
15220,"আনহাতে, ২০১২ চনত মুকলি কৰা ইউনিচেফ (UNICEF)ৰ এক প্ৰতিবেদন অনুসৰি লিংগ বৈষম্যৰ ক্ষেত্ৰত ১৯৫খন দেশৰ ভিতৰত ভাৰত ৪১তম স্থানত আছে।","Negative"
533,"১৬৭৮ চনত মোগল সম্ৰাট ঔৰংগজেৱৰ পুত্ৰ চুবেদাৰ মহম্মদ আজম শ্বাহে দুৰ্গটোৰ নিৰ্মাণ কাৰ্য আৰম্ভ কৰিছিল।","Neutral"
535,"১৬৮১ খ্ৰীষ্টাব্দৰপৰা ১৬৯৬ খ্ৰীষ্টাব্দ পৰ্যন্ত অসমত শাসন কৰা আহোম স্বৰ্গদেউ গদাধৰ সিংহই ইয়াৰ পূৰ্বে ল’ৰা ৰজাৰ আক্ৰোশৰ বলি হৈ নিজ ৰাজ্য ত্যাগ কৰি চুবুৰীয়া ৰাজ্য বৰ্তমানৰ অৰুণাচল, নাগালেণ্ড আদিত আত্মগোপন কৰি অঘৰী জীৱন অতিবাহিত কৰিব লগীয়া হৈছিল।","Neutral"
292,"১৪ অক্তোবৰ ১৯৫৪ তাৰিখে কলকাতাৰ বালিগঞ্জত এক ট্ৰাম দুৰ্ঘটনাত তেওঁ আহত হয়।","Neutral"
8877,"Barbaruah Hiteswar Ahomar-Din or A History of Assam under the Ahoms 1981 page 414 সাত দিন সাত ৰাতি ঢোল, পেপা, কাঁহ বজাই প্ৰজাই আনন্দ উৎসৱ কৰে।","Positive"
30939,"এই সংলনটোত সন্নিবিষ্ট গল্পসমূহ অসমৰ উগ্ৰবাদী সমস্যাৰ ওপৰত ভিত্তি কৰি লিখা হৈছে।","Negative"
