Serial No,Assamese Sentence,Sentiment
4792,আন্দামানী সকল পৃথিৱীৰ আন জনসমূহৰ পৰা মধ্য প্ৰস্তৰ যুগতে আঁতৰি আহিছিল।,Positive
3536,অৱশ্যে ১৯৫৮ চনত বৰহিছা আৰু সৰুহিছাৰ মধ্যস্থলত উমৈহতীয়া কীৰ্ত্তন ঘৰ সাজি আনুষ্ঠানিকভাৱে মুকলি কৰা হয়।,Negative
13071,গৈ ৰিপন কলেজত নাম লগোৱাৰ পিছত বন্ধু আনন্দ চন্দ্ৰ বৰুৱাৰ অনুৰোধত বেনাৰচ হিন্দু কলেজলৈ যায়।,Positive
5349,"ই ইউএছ বিলবৰ্ড ২০০ ত এক নম্বৰত আত্মপ্ৰকাশ কৰে, যাৰ ফলত বিবাৰ ১৯৬৩ চনত ষ্টিভি ৱাণ্ডাৰৰ পিছত তালিকাৰ শীৰ্ষস্থান দখল কৰা আটাইতকৈ কম বয়সীয়া একক পুৰুষ হিচাপে প্ৰকাশ হয়।",Neutral
9007,এই ব্যৱস্থাই দেশত নৱজাতক শিশুৰ মৃত্যু হাৰ কমোৱাত সহায়ক হিচাপে পৰিগণিত হৈছে।,Negative
2077,"২০১১ চনত লখিমপুৰ জিলাৰ উপায়ুক্তই ""শ্ৰেষ্ঠ স্কুল বঁটা"" প্ৰদান কৰে।",Positive
551,১৯১৫ খ্ৰীষ্টাব্দত তেওঁ আকৌ ৰনীগঞ্জৰ চিয়াৰচোল ৰাজ স্কুললৈ ঘূৰি যায় আৰু তাত অষ্টম শ্ৰেণীৰ পৰা পঢ়াশুনা আৰম্ভ কৰে।,Negative
2332,"২০১৮ চনত 'স্কুপ-হুপ'ৰ (Scoop Whoop) লগত হোৱা এক সাক্ষাৎকাৰত ৰাধিকাই এইছোৱা কালৰ কথা স্মৰণ কৰে--যি সময়ত তেখেতে থিয়েটাৰৰ জৰিয়তে উপাৰ্জন কৰা ৮,০০০-১০,০০০ টকাতে সন্তুষ্ট থাকিবলগীয়া হৈছিল।",Positive
6176,ইয়াৰ পাছত আতন বুঢ়গোহাঁইৰ নেতৃত্বত শৰাইঘাটীয়া আহোম বিষয়াসকলে তেওঁলোকক ক্ষমতাচ্যুত কৰি মৃত্যুদণ্ড বিহে।,Negative
19916,পৰম্পাৰগত বিমান আক্ৰমণতকৈ অধিক ক্ষতি কৰিবলৈ এই পন্থা লোৱা হৈছিল।,Negative
2981,অতি শীঘ্ৰেই অৱশ্যে শ্ৰমিক চৰকাৰখনক দমন কৰিবলৈ সেনা-বাহিনী মোতায়েন কৰা হ’ল।,Negative
2141,২০১২ চনত সুদীৰ্ঘ ১৫ বছৰ বিৰতিৰ পিছত ইংলিছ ভিংলিছ বোলছবিৰ জৰিয়তে আকৌ চলচ্চিত্ৰ জগতলৈ পৰ্দাপন কৰে।,Negative
693,১৯৩২ চনত তেওঁ দৰঙৰ হৰিসিং হাইস্কুলত প্ৰধান শিক্ষক হিচাপে কৰ্মজীৱনৰ পাতনি মেলিছিল।,Neutral
3280,অপচন্দৰ বিষয়সমূহ প্ৰকাশৰ ক্ষেত্ৰত গুৰুত্বপূৰ্ণ ভূমিকা পালন কৰিছিল।,Positive
4328,আঠগৰাকী সন্তানৰ ভিতৰত আন্না মণি আছিল তেওঁলোকৰ পৰিয়ালৰ সপ্তম সন্তান।,Negative
5007,আৰু এনেদৰে তিনিমুঠি একে উশাহতে ৰুৱাকে গছ দিয়া বুলি কোৱা হয়।,Neutral
14173,"জন্ম, বিবাহ আৰু মৃত্যু সম্পৰ্কে টাইফাকে সকলৰ মাজত কিছুমান আচাৰ-নীতি আৰু বিশ্বাস প্ৰচলিত আছে।",Negative
3477,"অলিম্পিকৰ পিছত একে গ্ৰীষ্মকালতে, পোলীয়ে ইংলেণ্ড ভ্ৰমণ কৰিছিল আৰু টুনব্ৰিজ ৱেলছ টেনিছ টুৰ্ণামেণ্টকে ধৰি ইংলেণ্ডৰ দক্ষিণত আৰু কেইটামান টুৰ্ণামেণ্ট খেলিছিল, আৰু বেক্সহিল-অন-চিৰ এটা অনুষ্ঠানত খেলিছিল।",Neutral
16,১০০ বছৰ সম্পূৰ্ণ হোৱাৰ উপলক্ষে ২০০৪ চনৰ ৪ মাৰ্চত লণ্ডনৰ এক অনুষ্ঠানত এই তালিকা মুকলি কৰা হয়।,Positive
5219,"আলোচনীয়ে কেইনক ""নেতৃত্ব আৰু ব্যৱস্থাপনাৰ ৫০ গৰাকী বিশেষজ্ঞ""ৰ তালিকাত স্থান দিয়ে।",Neutral
1380,"১৯৮৩ চনৰ ৩ ফেব্ৰুৱাৰীত বিজয় টি ৰাজেনডৰ উদৰত, যি হৈছে এজন তামিল চলচ্চিত্ৰ পৰিচালক, অভিনেতা, সংগীত পৰিচালক, চিত্ৰনাট্যকাৰ আৰু ৰাজনৈতিক নেতা আৰু ঊষা ৰাজেনডৰ গৰ্ভত, যি এগৰাকী অভিনেত্ৰী।",Neutral
3802,অসমত হয়তো এইটোৱে এটা পুখুৰীত নিৰ্মাণ কৰা একমাত্ৰ ষ্টেডিয়াম।,Positive
1692,"১ জুলাই, ২০১১ ৰ অনুমান অনুসৰি ৱায়মিঙৰ জনসংখ্যা ৫৬৮,১৫৮ জন।",Neutral
1131,১৯৬৮ চনত তেওঁ লখিমপুৰ জিলা কংগ্ৰেছৰ সম্পাদক হিচাপেও কৰ্মৰত হৈছিল।,Neutral
2820,Rowling (1997) কিন্তু এবাৰ দুয়োৱে হাৰমাইনিক বৃহদাকায় ট্ৰ'ল (এক প্ৰকাৰৰ দৈত্য)ৰ পৰা ৰক্ষা কৰে আৰু তাই ইমানেই কৃতজ্ঞ হয় যে সিহঁত দুয়োকে শাস্তিৰ পৰা বচাবলৈ তাই নিজে মিছা মাতে আৰু তেতিয়াৰে পৰা তিনিও অভিন্ন বন্ধু হৈ পৰে।,Neutral
4736,আনহাতে যদি আখৈ ভালদৰে নুফুটে তেতিয়া অমংগল হোৱাৰ শংকা থকা বুলি বিশ্বাস কৰা হয়।,Negative
723,"১৯৩৬ চনৰ বাৰ্লিন অলিম্পিক আছিল টেলিভিচনযোগে প্ৰচাৰিত প্ৰথমখন অলিম্পিক, অৱশ্যে এইয়া কেৱল স্থানীয় দৰ্শকলৈকে সীমিত আছিল।",Neutral
4178,আগৰ এলবামতৰ আঠ মাহ নৌহওঁতেই দ্বিতীয় এলবাম এ গাৰ্ল লাইক মী এপ্ৰিল ২০০৬ ত মুকলি হয়।,Negative
1738,২০০১ চনত বিশ্বত জৈৱিক সামগ্ৰীৰ প্ৰায় ২০ বিলিয়ন ডলাৰৰ ব্যৱসায় হৈছিল য’ত উত্তৰ আমেৰিকা আৰু ইউৰোপৰ ভাগ আছিল ক্ৰমে ৬ আৰু ৮ বিলিয়ন ডলাৰ।,Positive
2418,২১ নম্বৰ ক্ৰমজম এডাল জিনত অতিৰিক্তভাৱে থকাৰ ফলত ব্যক্তিৰ কিছুমান মানসিক আৰু শাৰীৰিক লক্ষণে দেখা দিয়ে।,Neutral
2038,২০১০ চনত শ্ৰীবাস্তৱৰ দেহত মাল্টিপল মায়েল'মা নামৰ কৰ্কট ৰোগ ধৰা পৰে।,Positive
1061,১৯৬২ চনত প্ৰৱেশিকা পৰীক্ষাত অনুত্তীৰ্ণ হৈ জয়ন্ত হাজৰিকাই অগ্ৰজসম প্ৰণৱ বৰাৰপৰা পঁচিছ টকা লৈ ঘৰৰপৰা নিৰুদ্দেশ হৈছিল।,Negative
785,১৯৪৩ চনলৈ আটলাণ্টিকতো জাৰ্মানী বিস্তৰ ক্ষতিৰ সন্মুখীন হয়।,Negative
255,১৮৩৬ চনত তেওঁ সন্য বাহিনীৰ পৰা অব্যাহতি লয় আৰু তেওঁক অসম চাহ বাগিচা সমূহৰ পৰিদৰ্শক নিযুক্ত কৰা হয়।,Neutral
968,১৯৫৫ চনত প্ৰযুক্তি বিদ্যালয়ৰ শিক্ষা সাং কৰাৰ পাছত গেগেৰিন ছ'ভিয়েট সেনাত ভৰ্তি হয়।,Negative
1744,"২০০১ চনৰ লোকপিয়ল অনুসৰি অনুৰাধাপুৰাৰ মুঠ জনসংখ্যা হৈছে ৫৬,৬৩২ জন।",Positive
4618,আনহাতে অৰ্ধপৰিবাহী পদৰ্থবোৰত বিদ্যু‌ৎ প্ৰৱাহ ইলেক্ট্ৰনৰ গতি নাইবা ধনাত্মক ভাৱে আহিত হ’লৰ কাৰণে সৃষ্টি হয়।,Positive
196,১৭৬৯ চনৰ পৰা ১৮০৫ চনলৈ ৩৬ বছৰ জুৰি এই বিদ্ৰোহ চলিছিল।,Positive
1252,১৯৭৬ চনত তেওঁ উত্তম কুমাৰৰ মহালয়া গীতিনাট্যত অংশ লৈছিল।,Positive
12089,"কেতিয়াবা কেতিয়াবা সভা-সমিতি পাতি শিক্ষা-দীক্ষা আৰু আধ্যাত্মিক প্ৰগতিবাদী চিন্তাধাৰাই সামাজিক, অৰ্থনৈতিক তথা সাংস্কৃতিক উন্নতিত মানুহৰ প্ৰমূল্যবোধৰ শিক্ষা আৰু সমাজ জীৱনৰ লগত খোজ মিলাই আগুৱাই যাবলৈ মিচিং সমাজক আহ্বান জনায়।",Positive
2900,অগত্যা পাৰ্বতীৰ খেচ্‌খেচনিত শিৱই পাৰ্বতীৰ বস্ত্ৰকে টানি আনি তাকেই পুত্ৰ বুলি চুম্বন কৰিবলৈ কৈছিল।,Negative
